POLICY_ID;POLICY_IS_RENEWED;POLICY_IS_RENEWED_PROBABILITY
17178;0;0.429235
17181;1;0.648406
17187;1;0.695623
17198;1;0.674329
17206;1;0.608651
17209;1;0.704346
17214;1;0.546015
17216;0;0.470848
17222;1;0.59792
17235;1;0.682171
17254;1;0.711836
17255;1;0.698421
17259;0;0.495976
17262;1;0.66049
17264;1;0.667894
17269;1;0.599127
17270;0;0.259819
17274;1;0.692854
17276;1;0.626384
17280;0;0.296905
17287;0;0.326026
17297;1;0.611681
17300;1;0.678722
17301;1;0.580797
17304;1;0.696431
17308;1;0.659041
17311;1;0.629027
17314;1;0.695166
17319;1;0.698665
17322;1;0.55675
17325;1;0.727595
17328;1;0.623329
17332;0;0.49637
17345;1;0.518996
17348;0;0.261524
17350;1;0.641206
17353;1;0.738561
17356;0;0.390495
17365;1;0.651184
17366;0;0.439323
17371;1;0.675083
17373;1;0.734141
17381;1;0.685505
17383;0;0.417512
17384;0;0.36148
17386;1;0.655666
17387;1;0.72063
17388;0;0.299792
17389;0;0.449205
17391;1;0.704116
17392;0;0.196426
17398;1;0.708337
17400;1;0.664587
17402;1;0.698256
17413;1;0.680744
17417;1;0.617418
17421;1;0.647938
17423;0;0.490562
17426;1;0.563375
17431;1;0.667672
17437;1;0.675083
17442;1;0.706739
17443;1;0.753013
17444;0;0.488616
17458;1;0.537634
17463;1;0.576283
17466;0;0.205383
17468;1;0.655079
17480;1;0.705646
17490;1;0.642783
17491;1;0.749251
17492;1;0.628742
17501;1;0.693667
17510;1;0.652183
17514;1;0.654778
17519;1;0.739619
17521;1;0.59604
17526;1;0.535769
17530;1;0.610403
17538;1;0.681282
17546;1;0.622924
17549;1;0.61545
17562;1;0.661326
17574;0;0.398965
17577;1;0.613633
17578;1;0.666566
17589;1;0.653723
17593;1;0.728375
17597;0;0.440882
17598;1;0.70199
17608;1;0.576711
17610;0;0.452588
17618;1;0.704883
17620;1;0.557792
17621;1;0.641257
17626;1;0.580803
17632;1;0.740543
17638;1;0.714225
17644;1;0.749251
17667;1;0.613177
17671;1;0.528325
17678;1;0.594531
17680;0;0.254071
17687;1;0.743098
17692;0;0.246723
17695;1;0.580096
17702;1;0.712563
17707;1;0.54273
17724;1;0.553225
17727;1;0.721568
17737;0;0.475098
17739;1;0.710413
17743;0;0.496996
17744;1;0.628568
17750;0;0.414641
17758;1;0.664098
17761;1;0.709174
17763;1;0.741828
17774;1;0.64592
17775;1;0.698665
17787;0;0.413116
17789;1;0.67131
17795;1;0.639472
17799;1;0.517466
17803;1;0.660448
17808;1;0.678722
17810;0;0.375049
17811;1;0.631373
17820;1;0.509789
17830;1;0.613362
17837;1;0.635801
17839;0;0.169874
17848;0;0.376163
17855;0;0.438622
17859;1;0.601804
17861;1;0.586106
17869;1;0.608227
17906;1;0.680676
17907;1;0.681016
17911;1;0.662263
17919;0;0.424022
17922;1;0.665529
17927;1;0.639289
17934;1;0.675442
17945;0;0.407188
17946;1;0.639751
17948;1;0.680119
17964;1;0.566843
17967;1;0.627606
17972;1;0.641283
17980;0;0.379987
17983;1;0.630292
17985;0;0.486666
17987;1;0.692297
17989;1;0.560876
17991;1;0.624538
17994;1;0.653083
17999;1;0.634814
18004;1;0.747871
18017;1;0.581535
18018;0;0.39729
18019;1;0.534425
18020;0;0.265626
18021;0;0.36923
18027;0;0.46974
18029;0;0.497877
18032;1;0.619091
18039;1;0.560651
18044;1;0.625739
18045;1;0.674669
18047;1;0.706861
18048;1;0.65875
18050;0;0.389778
18061;1;0.605492
18062;0;0.417759
18064;1;0.739619
18070;1;0.600553
18073;1;0.685474
18077;1;0.677197
18078;0;0.24727
18082;1;0.682677
18083;0;0.352542
18086;1;0.692218
18090;0;0.172964
18094;1;0.724724
18097;1;0.563941
18103;1;0.547882
18105;1;0.662106
18113;0;0.194876
18122;1;0.550226
18127;1;0.579054
18140;1;0.635141
18144;1;0.512928
18148;1;0.770395
18152;0;0.380418
18166;1;0.717788
18169;1;0.524198
18177;1;0.692377
18179;1;0.674595
18183;1;0.701468
18202;0;0.391917
18210;1;0.692377
18212;0;0.417322
18213;1;0.562866
18214;1;0.711159
18216;1;0.632339
18229;1;0.654342
18234;1;0.731731
18235;0;0.423091
18238;1;0.516755
18242;1;0.612541
18245;1;0.679208
18246;1;0.510062
18249;1;0.657291
18251;1;0.550151
18252;1;0.670335
18258;0;0.392486
18259;0;0.353688
18268;1;0.685505
18269;1;0.674889
18274;1;0.708337
18281;1;0.639966
18282;1;0.647938
18285;1;0.590869
18287;0;0.421425
18291;0;0.32917
18293;0;0.34936
18298;0;0.432869
18301;1;0.641953
18305;1;0.506218
18312;1;0.672005
18321;1;0.586873
18323;0;0.382165
18325;1;0.685505
18330;1;0.537619
18332;1;0.558222
18336;1;0.65347
18338;1;0.643097
18340;1;0.682294
18354;0;0.406601
18359;1;0.704346
18361;1;0.657385
18373;1;0.635141
18374;1;0.651562
18381;1;0.545663
18396;0;0.325756
18400;1;0.648238
18403;1;0.570329
18404;1;0.747871
18405;1;0.651945
18414;0;0.341093
18423;1;0.608838
18424;0;0.260585
18438;1;0.624538
18442;1;0.695166
18447;0;0.457448
18454;1;0.749126
18460;0;0.343713
18465;0;0.46145
18469;1;0.683839
18472;1;0.561837
18473;1;0.681016
18476;1;0.693294
18493;1;0.744022
18495;0;0.382201
18504;1;0.731422
18508;1;0.704967
18513;0;0.39767
18533;1;0.764806
18540;1;0.600619
18542;1;0.768465
18552;1;0.544028
18553;1;0.560578
18557;0;0.276968
18559;1;0.597902
18567;1;0.734141
18569;1;0.71795
18574;1;0.71295
18588;1;0.518533
18589;1;0.608712
18590;1;0.656473
18591;1;0.537507
18597;1;0.603178
18598;1;0.650837
18603;1;0.648844
18616;1;0.65461
18626;0;0.469149
18635;1;0.583678
18641;1;0.702685
18652;1;0.743801
18657;1;0.551512
18666;1;0.74742
18669;1;0.671004
18688;1;0.648041
18689;0;0.307067
18693;1;0.650765
18706;1;0.721194
18716;0;0.34966
18718;1;0.759546
18723;1;0.650254
18725;1;0.679153
18728;1;0.511043
18729;1;0.636661
18731;1;0.73467
18733;1;0.531608
18752;0;0.295618
18757;1;0.53117
18772;1;0.561515
18776;1;0.650788
18782;1;0.601804
18783;0;0.438707
18802;1;0.656881
18806;1;0.635631
18808;1;0.695492
18814;0;0.49411
18816;0;0.279641
18817;1;0.578873
18818;0;0.173951
18824;1;0.739619
18826;1;0.738541
18839;1;0.72332
18842;1;0.708753
18846;1;0.584393
18850;1;0.738561
18851;0;0.446166
18857;1;0.749734
18858;1;0.612361
18863;1;0.754032
18864;1;0.673918
18868;0;0.344363
18870;1;0.574261
18873;0;0.326186
18877;1;0.702859
18882;1;0.647699
18886;1;0.748315
18892;1;0.502177
18895;1;0.514686
18897;1;0.567016
18901;1;0.580669
18902;0;0.495849
18903;0;0.489438
18914;1;0.580795
18925;1;0.739619
18926;0;0.473391
18929;1;0.522071
18933;1;0.706947
18937;1;0.570327
18940;1;0.695166
18942;1;0.721805
18952;0;0.494415
18955;1;0.568601
18966;0;0.490277
18982;1;0.502922
18987;0;0.237828
19004;1;0.612682
19020;1;0.686768
19024;1;0.540023
19028;0;0.486881
19034;1;0.549104
19037;1;0.654778
19039;1;0.621425
19041;0;0.17237
19053;1;0.747871
19054;1;0.725183
19065;1;0.678341
19076;1;0.636224
19078;1;0.742797
19082;1;0.585683
19091;1;0.663797
19093;1;0.638521
19094;1;0.642182
19097;1;0.656034
19117;0;0.338751
19119;1;0.62804
19120;0;0.394294
19132;0;0.168197
19151;1;0.608937
19155;1;0.539863
19166;0;0.499932
19175;1;0.656429
19182;0;0.472653
19183;1;0.538751
19195;1;0.613161
19199;1;0.774643
19203;1;0.705888
19204;1;0.662574
19205;1;0.561837
19206;1;0.656407
19210;1;0.631797
19212;1;0.738561
19213;1;0.730875
19231;1;0.630007
19235;1;0.540267
19238;1;0.601435
19260;1;0.766342
19270;1;0.676112
19278;1;0.607262
19289;1;0.758065
19302;1;0.638869
19303;1;0.704346
19307;1;0.651562
19311;1;0.695295
19313;0;0.475953
19314;1;0.651616
19320;1;0.72571
19328;1;0.714535
19356;1;0.6365
19357;0;0.392159
19361;1;0.543161
19367;1;0.729557
19378;1;0.690293
19383;1;0.523825
19395;0;0.356538
19406;1;0.591335
19421;1;0.641953
19426;1;0.717462
19432;1;0.716124
19435;1;0.739619
19440;1;0.673431
19463;1;0.644107
19468;1;0.691094
19473;1;0.754339
19481;1;0.555424
19482;1;0.65324
19493;1;0.761604
19496;1;0.641394
19497;1;0.747871
19499;0;0.332015
19500;1;0.658362
19508;1;0.552069
19522;1;0.637356
19529;1;0.689978
19533;1;0.703025
19535;1;0.638927
19537;0;0.37577
19542;1;0.698606
19549;1;0.67545
19551;1;0.730697
19552;1;0.657687
19553;1;0.670522
19554;1;0.647888
19555;1;0.641257
19558;1;0.70965
19561;1;0.754563
19562;1;0.531565
19566;1;0.731517
19577;1;0.510233
19579;0;0.487447
19586;1;0.640243
19591;0;0.430402
19609;0;0.336677
19610;1;0.609751
19614;1;0.642115
19615;1;0.71958
19628;0;0.446358
19637;1;0.512915
19639;1;0.684741
19644;1;0.681656
19645;1;0.747871
19655;1;0.57533
19658;1;0.715658
19663;0;0.379758
19666;1;0.658824
19668;1;0.771957
19672;0;0.489889
19674;1;0.569244
19680;1;0.519693
19681;1;0.604446
19697;1;0.700692
19701;1;0.614953
19702;0;0.418165
19704;1;0.548244
19705;0;0.452128
19707;1;0.642991
19713;1;0.647336
19722;1;0.681689
19723;1;0.697034
19727;1;0.676678
19729;1;0.766661
19733;1;0.679291
19740;0;0.457257
19747;1;0.621056
19748;1;0.610794
19749;0;0.499044
19754;1;0.63504
19764;1;0.580375
19766;0;0.495186
19770;1;0.500101
19778;0;0.405832
19780;0;0.407355
19781;1;0.708031
19785;0;0.172313
19795;0;0.409163
19797;1;0.63251
19799;1;0.660405
19801;1;0.560884
19805;0;0.289296
19811;1;0.73467
19817;1;0.747625
19820;1;0.620787
19826;1;0.681113
19835;1;0.660101
19840;0;0.172136
19858;1;0.698904
19864;1;0.675083
19865;1;0.645761
19868;0;0.194876
19875;1;0.596769
19892;0;0.491531
19902;0;0.491475
19906;0;0.356113
19937;1;0.646795
19939;0;0.401062
19940;1;0.696283
19941;1;0.562569
19962;1;0.633364
19982;0;0.347733
19989;1;0.73686
19990;1;0.525647
19991;1;0.7635
19998;1;0.619653
20005;1;0.564615
20016;1;0.656418
20027;1;0.689272
20030;1;0.585685
20033;1;0.749635
20039;1;0.616788
20042;1;0.682829
20049;1;0.515869
20053;1;0.613784
20063;1;0.709277
20067;1;0.604583
20070;0;0.426031
20076;0;0.316276
20078;0;0.426133
20083;0;0.475276
20084;0;0.255207
20090;1;0.647938
20103;0;0.199233
20109;1;0.639966
20114;1;0.656596
20125;1;0.708277
20135;1;0.523663
20143;1;0.685505
20152;0;0.388439
20161;1;0.635248
20167;1;0.654342
20172;1;0.582371
20177;1;0.5797
20179;1;0.689515
20180;1;0.698665
20188;1;0.639751
20194;1;0.621059
20215;1;0.613034
20220;0;0.360036
20230;1;0.595958
20233;0;0.430449
20234;0;0.418806
20235;1;0.577587
20238;1;0.73467
20244;1;0.630026
20251;1;0.678715
20252;1;0.580224
20257;1;0.553549
20259;0;0.474474
20264;1;0.568323
20270;1;0.739619
20272;1;0.745421
20275;1;0.686897
20279;1;0.677929
20280;0;0.334249
20287;1;0.692059
20288;1;0.637515
20299;1;0.62863
20301;1;0.609759
20304;0;0.449803
20305;1;0.511502
20315;1;0.711836
20324;1;0.612107
20326;0;0.480781
20348;1;0.671004
20349;1;0.690224
20350;1;0.555011
20353;1;0.73467
20360;1;0.755851
20366;1;0.648406
20370;1;0.659142
20373;1;0.689975
20379;1;0.678722
20380;1;0.642991
20386;0;0.475368
20398;1;0.65363
20404;1;0.711141
20411;1;0.692822
20417;1;0.690904
20422;1;0.682171
20426;1;0.661281
20433;1;0.635636
20453;1;0.673601
20455;1;0.586805
20459;1;0.601516
20465;1;0.678952
20468;1;0.666566
20472;1;0.507593
20476;1;0.627778
20480;1;0.586616
20484;0;0.388365
20491;1;0.689416
20493;1;0.661626
20504;1;0.681969
20507;1;0.614826
20509;1;0.607179
20544;1;0.664926
20552;0;0.41099
20555;0;0.271501
20583;0;0.456986
20586;0;0.217355
20589;1;0.647386
20604;1;0.551879
20606;0;0.464873
20609;1;0.648176
20616;0;0.176818
20625;1;0.595202
20643;1;0.580949
20644;1;0.622213
20648;1;0.629078
20650;0;0.324857
20663;1;0.704346
20670;0;0.209339
20671;1;0.687581
20672;1;0.688909
20674;1;0.68799
20677;0;0.33413
20680;1;0.682403
20688;1;0.55745
20699;0;0.41618
20702;1;0.705596
20710;1;0.715312
20721;1;0.572491
20723;1;0.676112
20726;1;0.717931
20727;0;0.418738
20732;0;0.351434
20738;0;0.433057
20747;1;0.628154
20759;1;0.692894
20771;1;0.697526
20774;1;0.583849
20778;1;0.638654
20791;1;0.70199
20793;0;0.223887
20795;1;0.515708
20799;1;0.594135
20801;1;0.661715
20815;1;0.610889
20823;1;0.515471
20824;1;0.595914
20828;0;0.263161
20830;1;0.681016
20831;0;0.221839
20841;1;0.618138
20844;1;0.663551
20848;1;0.651713
20859;1;0.622976
20867;1;0.565013
20873;0;0.43749
20874;1;0.525851
20879;0;0.298944
20882;0;0.314922
20886;1;0.519101
20895;1;0.516396
20906;1;0.556254
20907;0;0.468296
20910;1;0.644141
20911;1;0.645311
20930;1;0.718501
20933;1;0.549226
20935;1;0.755851
20936;1;0.64729
20943;1;0.687686
20946;1;0.671165
20951;0;0.240004
20952;1;0.610681
20954;0;0.392785
20957;1;0.56432
20967;1;0.638221
20969;0;0.429615
20973;0;0.421055
20982;0;0.417788
20985;1;0.508358
20994;0;0.327236
20997;1;0.731885
21006;1;0.559098
21008;1;0.686346
21019;1;0.552244
21020;1;0.534021
21026;1;0.657632
21027;1;0.658399
21032;1;0.753013
21037;0;0.21284
21038;1;0.616154
21052;1;0.716833
21053;1;0.654342
21059;0;0.378587
21067;0;0.247868
21076;1;0.552163
21078;1;0.629034
21088;1;0.639966
21091;1;0.695623
21108;1;0.729511
21116;1;0.669846
21117;1;0.634929
21121;1;0.66586
21124;0;0.189421
21129;0;0.31607
21133;1;0.554699
21136;0;0.311929
21144;1;0.658997
21153;1;0.567627
21157;1;0.610162
21158;1;0.563623
21167;0;0.182936
21168;1;0.640716
21169;1;0.746641
21171;1;0.743098
21173;1;0.710208
21177;1;0.724015
21178;1;0.571055
21183;1;0.755851
21184;1;0.747871
21188;1;0.61015
21193;1;0.742495
21197;0;0.358539
21202;1;0.574946
21207;1;0.576316
21210;1;0.724015
21213;1;0.613875
21214;1;0.55868
21217;1;0.665753
21218;1;0.714993
21219;1;0.665735
21229;0;0.41638
21236;1;0.655383
21238;1;0.641953
21247;1;0.624741
21251;1;0.630938
21259;1;0.541076
21260;1;0.647938
21261;1;0.693076
21262;1;0.638468
21263;1;0.655666
21281;1;0.705759
21291;1;0.599304
21295;0;0.476877
21300;1;0.642455
21301;1;0.685505
21302;1;0.672071
21310;1;0.617275
21314;1;0.617275
21322;1;0.685505
21334;1;0.631009
21335;0;0.395245
21337;1;0.657385
21344;1;0.525999
21350;1;0.676421
21352;1;0.565905
21353;1;0.650904
21358;1;0.631795
21363;1;0.58499
21364;1;0.582265
21372;1;0.624428
21373;1;0.766661
21395;1;0.649329
21396;1;0.636865
21407;0;0.345651
21415;1;0.660637
21420;1;0.583274
21424;0;0.316269
21425;1;0.595805
21428;1;0.683324
21444;1;0.607205
21446;1;0.663246
21458;1;0.665529
21467;0;0.484005
21471;1;0.764766
21474;1;0.683894
21482;1;0.677394
21483;0;0.390549
21490;1;0.588882
21495;0;0.392317
21498;1;0.738899
21500;0;0.468946
21503;1;0.690288
21504;0;0.457737
21505;1;0.651562
21507;1;0.731124
21509;1;0.67273
21512;1;0.580705
21518;1;0.678341
21523;0;0.40798
21525;1;0.558469
21528;1;0.61578
21529;1;0.607533
21540;1;0.663246
21543;1;0.682203
21549;0;0.405998
21553;1;0.705895
21554;0;0.373663
21560;1;0.616966
21566;0;0.385765
21571;1;0.502025
21573;1;0.678722
21577;1;0.671941
21578;1;0.749251
21585;0;0.487228
21588;1;0.632339
21591;1;0.569983
21595;1;0.661626
21600;1;0.542574
21605;1;0.744624
21606;1;0.698665
21607;1;0.660699
21608;1;0.60526
21611;0;0.366925
21615;1;0.641953
21616;1;0.621213
21617;0;0.392779
21618;1;0.502982
21619;1;0.695084
21623;1;0.728594
21624;1;0.689416
21626;1;0.59264
21627;1;0.734141
21630;1;0.747871
21633;1;0.640251
21636;0;0.36956
21640;1;0.704111
21641;0;0.462514
21642;1;0.644883
21644;1;0.71015
21647;1;0.738561
21652;1;0.692005
21658;1;0.749126
21663;1;0.746871
21668;1;0.685505
21670;1;0.745464
21679;0;0.289726
21683;0;0.36956
21685;1;0.743143
21692;1;0.561975
21703;1;0.519256
21706;0;0.48596
21712;1;0.615682
21716;1;0.598304
21719;1;0.555746
21722;1;0.685505
21731;1;0.753013
21735;0;0.300689
21744;0;0.416589
21747;1;0.699619
21756;1;0.668101
21757;0;0.459295
21768;1;0.511825
21771;1;0.592149
21788;1;0.713949
21790;1;0.723869
21792;1;0.658549
21798;1;0.720979
21805;0;0.391095
21810;1;0.617592
21811;0;0.327062
21816;0;0.371111
21820;1;0.628634
21840;1;0.609097
21842;0;0.448715
21844;1;0.597363
21845;1;0.519229
21846;1;0.745562
21849;1;0.739619
21850;1;0.729794
21852;1;0.672451
21853;1;0.749251
21854;1;0.738869
21858;1;0.717732
21861;1;0.692377
21873;0;0.475022
21878;1;0.510947
21882;1;0.744948
21889;1;0.656303
21890;1;0.546713
21892;1;0.661022
21895;1;0.61254
21902;1;0.535941
21910;1;0.6431
21925;1;0.654432
21927;1;0.639295
21933;1;0.700641
21934;1;0.641394
21939;1;0.716276
21940;1;0.716282
21941;1;0.659712
21945;1;0.669846
21946;1;0.709891
21948;1;0.538279
21949;1;0.599112
21954;1;0.614792
21960;1;0.622766
21980;1;0.758065
21993;0;0.491061
22001;0;0.430933
22015;1;0.758024
22035;1;0.693861
22037;1;0.629497
22038;1;0.605468
22041;1;0.74973
22042;1;0.600045
22044;1;0.634196
22045;1;0.622457
22059;1;0.772921
22060;1;0.682187
22068;1;0.647297
22073;0;0.392626
22079;1;0.556529
22082;1;0.546041
22089;1;0.766342
22090;1;0.575656
22092;0;0.350265
22093;0;0.496706
22100;1;0.739619
22123;1;0.51609
22137;1;0.754563
22148;1;0.542196
22157;1;0.736892
22158;1;0.636117
22159;0;0.402601
22164;0;0.405594
22174;1;0.70222
22176;1;0.654007
22187;1;0.557472
22199;1;0.691479
22211;1;0.523805
22213;1;0.747917
22215;1;0.610794
22216;0;0.455974
22227;1;0.57435
22239;0;0.439176
22245;0;0.380861
22253;1;0.593337
22259;0;0.480587
22260;0;0.350094
22263;1;0.649829
22265;1;0.71161
22267;1;0.591072
22268;0;0.486067
22271;1;0.658639
22285;1;0.655916
22287;1;0.743098
22291;1;0.559284
22301;1;0.724724
22305;1;0.613956
22306;1;0.636595
22309;1;0.642449
22310;1;0.695492
22313;1;0.708569
22322;1;0.678715
22332;1;0.627845
22338;1;0.646737
22344;1;0.71701
22351;1;0.659644
22362;0;0.378346
22363;1;0.589719
22367;1;0.515674
22373;1;0.608822
22386;1;0.664834
22395;0;0.193838
22411;1;0.69739
22424;1;0.548954
22429;1;0.584318
22432;1;0.607982
22434;1;0.695231
22435;1;0.547017
22438;1;0.65375
22440;1;0.636979
22451;0;0.464878
22453;1;0.551881
22454;0;0.299666
22457;1;0.55103
22460;1;0.698665
22465;1;0.678715
22471;1;0.732985
22473;0;0.293167
22474;0;0.375049
22477;1;0.745421
22483;1;0.532631
22484;1;0.629218
22487;1;0.623149
22488;1;0.625736
22490;1;0.695377
22493;1;0.584894
22499;0;0.328289
22506;0;0.187154
22508;0;0.367235
22515;0;0.438454
22528;1;0.618283
22533;0;0.454542
22535;1;0.652757
22538;0;0.36148
22546;1;0.586035
22558;1;0.533969
22562;0;0.450185
22566;1;0.624626
22570;0;0.239379
22574;1;0.655666
22577;0;0.489471
22579;1;0.712313
22586;0;0.455044
22591;1;0.655461
22592;1;0.578127
22596;1;0.743741
22600;1;0.579225
22602;1;0.624838
22612;1;0.721805
22630;1;0.55278
22632;1;0.704436
22638;1;0.705888
22641;1;0.751296
22652;1;0.604134
22656;1;0.663037
22661;1;0.721438
22666;0;0.480186
22668;0;0.361292
22681;1;0.657464
22686;1;0.581682
22688;1;0.629911
22690;1;0.712635
22696;1;0.717477
22702;1;0.66586
22711;1;0.699607
22715;0;0.435066
22718;1;0.629218
22719;1;0.738899
22730;1;0.704116
22732;0;0.4651
22734;1;0.592429
22737;1;0.54704
22741;0;0.456152
22746;1;0.768277
22748;1;0.710913
22751;1;0.700372
22754;1;0.566817
22756;1;0.614952
22757;1;0.599221
22763;1;0.659051
22765;1;0.684042
22768;1;0.689963
22773;1;0.739619
22778;0;0.46424
22781;1;0.712876
22783;1;0.643532
22790;1;0.622274
22791;1;0.611658
22794;1;0.571345
22806;1;0.693809
22808;1;0.634182
22809;1;0.643861
22812;1;0.615308
22818;1;0.693677
22822;1;0.675083
22826;0;0.172313
22840;1;0.632474
22850;0;0.433871
22868;1;0.588972
22882;1;0.651625
22883;1;0.624053
22886;1;0.592241
22901;0;0.236817
22902;0;0.271347
22911;1;0.73467
22916;1;0.626696
22919;1;0.679321
22925;0;0.416547
22929;0;0.197576
22930;1;0.544303
22939;0;0.385615
22942;1;0.657642
22945;0;0.425761
22947;1;0.679321
22949;0;0.299563
22952;1;0.50031
22960;1;0.609206
22966;1;0.693995
22980;0;0.463376
22983;1;0.737962
22999;1;0.686984
23000;1;0.603571
23005;1;0.625308
23006;1;0.630611
23007;1;0.624121
23012;1;0.768395
23022;1;0.684519
23024;0;0.311427
23044;0;0.432944
23049;1;0.670882
23051;1;0.617592
23056;1;0.5977
23058;1;0.578468
23060;1;0.618297
23062;1;0.669846
23068;0;0.437383
23070;0;0.172964
23071;1;0.596575
23073;1;0.530565
23079;1;0.700283
23081;1;0.691977
23086;1;0.52008
23094;1;0.628709
23096;0;0.379427
23097;1;0.528727
23104;1;0.587242
23110;1;0.675083
23114;0;0.365312
23135;0;0.224161
23138;1;0.695084
23139;1;0.669386
23150;1;0.677606
23152;1;0.739384
23159;1;0.512041
23160;0;0.172313
23163;1;0.59792
23173;1;0.660637
23177;1;0.668678
23180;1;0.629925
23197;1;0.63516
23199;0;0.364354
23201;1;0.603899
23219;1;0.700345
23224;1;0.639803
23229;1;0.710794
23236;1;0.695166
23251;1;0.570819
23257;1;0.705646
23261;1;0.554704
23262;1;0.720169
23263;1;0.582791
23265;0;0.325668
23273;1;0.628801
23276;1;0.72037
23278;0;0.323138
23281;1;0.507189
23282;1;0.691271
23292;1;0.569058
23295;1;0.573799
23296;0;0.306093
23299;1;0.551996
23305;0;0.398658
23308;1;0.687514
23317;0;0.33347
23326;1;0.675846
23328;0;0.305363
23338;0;0.257258
23339;1;0.641953
23343;1;0.623525
23346;1;0.73467
23347;0;0.370582
23350;0;0.425862
23359;1;0.679321
23369;1;0.647938
23375;1;0.663365
23387;1;0.594104
23389;0;0.451214
23392;1;0.706582
23393;0;0.172313
23404;0;0.424763
23411;1;0.617275
23412;1;0.629073
23421;0;0.473089
23429;1;0.652738
23430;1;0.620864
23433;1;0.570329
23438;0;0.473628
23454;1;0.675083
23464;1;0.706922
23470;1;0.731907
23472;1;0.519675
23478;1;0.641953
23484;1;0.577423
23487;1;0.708337
23488;1;0.692043
23490;1;0.529958
23500;1;0.733692
23502;0;0.367048
23508;1;0.734141
23512;1;0.650254
23513;1;0.754645
23514;1;0.71336
23519;0;0.494213
23522;1;0.545367
23523;1;0.501005
23524;1;0.649969
23526;0;0.478788
23537;1;0.688142
23538;1;0.677848
23539;1;0.603367
23540;1;0.563443
23543;1;0.561777
23545;1;0.693076
23550;1;0.639113
23556;0;0.395637
23561;1;0.732985
23563;0;0.232517
23565;1;0.700319
23566;1;0.643449
23572;1;0.609156
23580;1;0.63662
23583;1;0.748604
23586;1;0.647297
23590;1;0.581169
23594;1;0.509127
23598;1;0.509331
23608;1;0.649113
23611;1;0.701593
23612;1;0.745464
23613;1;0.7342
23620;1;0.644228
23622;1;0.546475
23631;0;0.413593
23636;1;0.711232
23637;1;0.683432
23638;0;0.434544
23639;1;0.695295
23640;1;0.670041
23650;0;0.395312
23651;1;0.704346
23652;0;0.379119
23656;1;0.790645
23659;0;0.410651
23663;1;0.635141
23664;0;0.21459
23675;0;0.379602
23676;0;0.326116
23677;0;0.385523
23680;1;0.680676
23688;1;0.70249
23695;1;0.66586
23696;1;0.63614
23697;1;0.699344
23698;1;0.627606
23704;1;0.708227
23708;1;0.582619
23710;1;0.572375
23715;0;0.485113
23719;1;0.70199
23721;1;0.633073
23723;0;0.396145
23724;1;0.591002
23729;1;0.632634
23741;1;0.665484
23744;0;0.42295
23765;1;0.594795
23776;1;0.675083
23801;1;0.714148
23804;1;0.722055
23805;1;0.642979
23820;1;0.749126
23822;1;0.729557
23827;0;0.17237
23829;1;0.632082
23830;0;0.493163
23836;1;0.722826
23838;1;0.599438
23842;0;0.199072
23843;1;0.698295
23852;1;0.628996
23855;0;0.418371
23863;1;0.639981
23869;1;0.606323
23872;1;0.588632
23880;1;0.687581
23881;1;0.673747
23883;1;0.666365
23884;0;0.172313
23889;1;0.504214
23890;1;0.642222
23902;1;0.513624
23903;0;0.231618
23906;1;0.650868
23910;0;0.479138
23915;0;0.330856
23924;1;0.514861
23936;1;0.528674
23939;0;0.310995
23944;1;0.73467
23948;1;0.693677
23952;1;0.557143
23955;1;0.6773
23957;1;0.546014
23960;1;0.670886
23962;1;0.734141
23963;1;0.510964
23968;0;0.289196
23972;1;0.652377
23980;1;0.608127
23981;1;0.634036
23986;1;0.594128
23990;1;0.597867
23993;1;0.652707
24000;1;0.70199
24011;1;0.699975
24017;1;0.650542
24019;0;0.24174
24027;1;0.749251
24035;0;0.365101
24038;0;0.421408
24046;1;0.551157
24049;1;0.630789
24050;1;0.551628
24051;1;0.71872
24054;1;0.696959
24055;1;0.501664
24064;1;0.654436
24073;1;0.747871
24076;0;0.229373
24077;1;0.621121
24081;1;0.713222
24083;1;0.734141
24085;1;0.549088
24091;1;0.693294
24092;0;0.418186
24094;1;0.689086
24095;1;0.704806
24098;0;0.383659
24100;0;0.422111
24104;1;0.604695
24105;1;0.715312
24126;1;0.685359
24136;1;0.595078
24139;1;0.628057
24142;1;0.615247
24146;1;0.720785
24154;1;0.751296
24155;0;0.427383
24160;1;0.615732
24162;1;0.510089
24163;1;0.716841
24164;1;0.629218
24171;1;0.743741
24177;0;0.322926
24180;1;0.586946
24181;1;0.626763
24187;1;0.750652
24189;1;0.641953
24191;1;0.64002
24193;0;0.362932
24197;1;0.701098
24204;1;0.703941
24212;1;0.534416
24213;1;0.666334
24216;1;0.617592
24228;1;0.637087
24230;0;0.388427
24231;1;0.679208
24237;1;0.659394
24239;1;0.620392
24240;1;0.601154
24242;1;0.602879
24244;1;0.74046
24248;1;0.745464
24249;1;0.642735
24251;1;0.743098
24260;1;0.63099
24266;1;0.724637
24267;1;0.729511
24279;0;0.328294
24293;1;0.747871
24296;1;0.732143
24298;0;0.370186
24304;1;0.679208
24309;0;0.470245
24312;0;0.443067
24316;1;0.541474
24318;1;0.601804
24322;1;0.648406
24330;1;0.653328
24331;1;0.712694
24342;1;0.638848
24345;1;0.572173
24354;1;0.675083
24361;1;0.617644
24364;1;0.522845
24368;1;0.579573
24383;1;0.678512
24397;1;0.707205
24405;1;0.648041
24410;1;0.68379
24413;1;0.641254
